user_id,course_id,course_name,instructor,course_duration_hours,certification_offered,difficulty_level,rating,enrollment_numbers,course_price,feedback_score,study_material_available,time_spent_hours,previous_courses_taken,completion_ratio
29783,1895,Ethical Hacking Masterclass,Alexander Young,48.0,1,1,1.9,35988,35.61,0.935,1,46.36,6,0.9658333333333333
16980,5652,Python for Beginners,Jessica Martinez,63.7,1,1,3.1,8155,255.05,0.648,1,6.92,7,0.1086342229199372
33747,3434,Python for Beginners,James Clark,41.6,1,1,3.4,23722,126.93,1.0,1,10.72,8,0.2576923076923077
731,2740,Cybersecurity for Professionals,Prof. Emily Johnson,97.0,1,2,3.8,19355,465.84,0.433,1,32.67,2,0.3368041237113402
57,634,Graphic Design with Canva,Dr. John Smith,67.3,1,0,2.9,26266,108.28,0.697,1,30.82,5,0.4579494799405647
31458,3011,Advanced Machine Learning,Dr. Robert Davis,59.1,0,0,5.0,20488,82.04,0.894,1,20.49,8,0.34670050761421317
2244,4980,Cloud Computing Essentials,Liam Adams,23.4,0,1,4.2,21903,479.17,0.487,0,32.03,10,1.3688034188034188
1702,6706,Cybersecurity for Professionals,Daniel White,12.7,0,0,3.8,14365,243.41,0.509,0,14.48,7,1.1401574803149608
8304,3289,Mobile App Development with Swift,Isabella Scott,20.8,1,0,2.4,42794,305.29,0.486,1,36.29,4,1.7447115384615384
15101,4503,Python for Beginners,Ethan Hall,23.5,1,2,3.5,39384,332.43,0.544,1,25.45,6,1.0829787234042554
45767,8913,Fitness and Nutrition Coaching,William Thomas,74.5,1,0,5.0,11599,65.13,0.826,1,1.0,4,0.013422818791946308
42162,9269,Cybersecurity for Professionals,Michael Brown,95.6,0,2,3.7,45320,201.55,0.977,1,7.46,3,0.07803347280334728
948,654,Blockchain and Decentralized Applications,Charlotte King,39.0,0,0,4.4,30013,108.67,0.789,1,6.24,2,0.16
20506,3375,Cybersecurity for Professionals,Ethan Hall,17.0,1,1,4.4,33323,23.71,0.708,1,45.42,4,2.671764705882353
6554,1554,Cloud Computing Essentials,Alexander Young,98.6,1,1,3.2,24106,497.49,0.633,1,14.57,4,0.1477687626774848
33526,9539,Game Development with Unity,Olivia Taylor,7.8,1,1,2.9,2952,328.06,1.0,1,11.43,7,1.4653846153846153
14867,9325,Ethical Hacking Masterclass,Liam Adams,16.4,1,0,3.7,36852,474.58,0.881,1,32.6,6,1.9878048780487807
30473,4835,Data Visualization with Tableau,Isabella Scott,14.4,1,1,5.0,38643,145.55,0.893,0,29.05,3,2.017361111111111
44349,253,Public Speaking Mastery,Michael Brown,92.7,1,2,5.0,13226,413.59,0.823,1,32.42,4,0.349730312837109
5652,5735,Advanced Machine Learning,James Clark,27.7,0,1,3.7,38569,287.84,0.574,0,33.32,5,1.2028880866425993
7274,5075,DevOps and Continuous Deployment,Prof. Emily Johnson,6.6,0,1,4.0,23490,339.03,0.862,1,43.83,3,6.640909090909091
10034,9111,Photography and Video Editing,Sarah Lee,62.9,0,1,4.1,44190,391.58,0.662,1,14.21,4,0.22591414944356122
3536,3516,Advanced Machine Learning,Emma Harris,38.6,1,1,4.5,10480,35.08,0.781,1,11.15,9,0.288860103626943
18678,5464,Python for Beginners,Olivia Taylor,17.0,0,0,5.0,14833,101.02,0.719,1,9.5,8,0.5588235294117647
17489,2172,Fitness and Nutrition Coaching,Isabella Scott,35.5,0,0,4.5,23581,454.29,0.811,1,4.87,5,0.13718309859154929
41622,3931,DevOps and Continuous Deployment,Benjamin Lewis,92.5,0,1,4.4,40731,245.53,0.86,1,14.08,2,0.15221621621621623
909,1801,Cybersecurity for Professionals,Dr. Mia Walker,10.6,0,2,5.0,44252,190.26,0.675,1,25.11,5,2.3688679245283017
4618,7446,AI for Business Leaders,Prof. Emily Johnson,35.1,0,0,2.1,29990,205.03,0.653,0,16.72,6,0.4763532763532763
42817,7502,Stock Market and Trading Strategies,William Thomas,35.6,1,1,4.0,39381,318.23,0.753,0,15.3,4,0.4297752808988764
30432,9573,Personal Finance and Wealth Building,Charlotte King,92.2,1,0,3.0,3556,453.49,1.0,1,17.56,2,0.19045553145336225
23454,1272,Fundamentals of Digital Marketing,Liam Adams,35.3,0,1,4.5,29709,309.67,0.883,1,10.67,6,0.3022662889518414
35080,1486,Fundamentals of Digital Marketing,David Wilson,46.6,1,0,4.1,27808,443.08,0.521,1,20.47,4,0.4392703862660944
16021,6300,Fitness and Nutrition Coaching,Emma Harris,47.8,1,1,4.9,10034,194.35,0.751,1,18.7,11,0.3912133891213389
49942,9142,DevOps and Continuous Deployment,Alexander Young,95.7,0,0,3.2,4929,38.56,0.794,1,11.92,9,0.1245559038662487
46354,7016,DevOps and Continuous Deployment,Sarah Lee,83.4,1,0,3.5,6775,160.51,0.618,1,24.8,9,0.2973621103117506
46786,6881,Mobile App Development with Swift,James Clark,53.4,1,0,5.0,48103,59.47,0.737,1,14.72,7,0.2756554307116105
49324,4118,Project Management Fundamentals,Isabella Scott,99.3,1,0,3.0,26920,303.29,0.816,0,6.3,9,0.0634441087613293
45321,2920,Cybersecurity for Professionals,Michael Brown,67.6,0,0,4.3,45038,316.13,0.691,0,13.26,6,0.19615384615384618
26563,5795,Networking and System Administration,Charlotte King,86.5,1,2,4.4,17912,68.3,1.0,1,38.44,3,0.44439306358381503
24374,813,Python for Beginners,Ethan Hall,88.4,1,1,3.1,9637,242.37,0.837,0,14.32,6,0.16199095022624432
46106,284,Personal Finance and Wealth Building,Dr. John Smith,46.8,1,1,3.5,24448,227.49,0.868,1,10.71,4,0.22884615384615387
30165,4163,Advanced Machine Learning,Dr. Robert Davis,68.1,1,0,4.2,18349,60.38,0.719,1,33.36,3,0.48986784140969164
1886,5718,Cloud Computing Essentials,Alexander Young,13.9,1,1,3.7,43340,55.74,0.806,1,42.55,6,3.0611510791366903
1050,8686,Advanced Machine Learning,Prof. Emily Johnson,17.9,1,0,3.9,12805,23.44,0.599,1,21.33,8,1.1916201117318437
43272,3622,Ethical Hacking Masterclass,Daniel White,84.5,1,0,3.6,42166,136.2,0.957,1,13.35,9,0.15798816568047336
1162,1639,Ethical Hacking Masterclass,Sarah Lee,67.1,0,1,4.5,32029,200.83,0.48,1,18.76,3,0.27958271236959764
816,8198,Stock Market and Trading Strategies,Olivia Taylor,9.4,1,0,4.6,14093,37.59,0.866,1,7.53,2,0.801063829787234
36535,1678,Blockchain and Decentralized Applications,Michael Brown,91.4,0,2,4.0,16146,252.25,0.711,1,14.89,9,0.16291028446389497
27499,6102,Data Visualization with Tableau,Dr. Mia Walker,38.4,1,1,3.8,41425,91.43,0.718,1,20.92,7,0.5447916666666668
25038,9684,Mobile App Development with Swift,Benjamin Lewis,74.5,1,0,5.0,34689,394.49,0.72,1,25.34,5,0.34013422818791944
36008,4652,Mobile App Development with Swift,Dr. Mia Walker,56.1,0,0,4.5,27574,45.68,0.823,1,30.43,7,0.5424242424242424
13943,2798,Cybersecurity for Professionals,Charlotte King,72.5,0,2,5.0,27401,105.73,0.575,1,36.31,7,0.5008275862068966
27279,9261,Stock Market and Trading Strategies,Olivia Taylor,71.7,1,0,4.6,27666,278.2,0.601,1,19.8,1,0.27615062761506276
8273,3443,Personal Finance and Wealth Building,Dr. John Smith,72.3,1,0,4.8,28263,186.89,0.688,1,14.92,4,0.20636237897648688
33638,457,Advanced Machine Learning,Dr. Mia Walker,94.8,1,1,3.7,40825,310.98,0.892,1,12.32,0,0.129957805907173
38295,9840,Ethical Hacking Masterclass,Dr. Robert Davis,56.2,0,1,3.9,39950,468.12,0.922,0,6.76,5,0.12028469750889678
7742,1798,Python for Beginners,Charlotte King,10.5,0,0,5.0,40663,366.14,0.661,1,27.68,6,2.636190476190476
4695,8540,Photography and Video Editing,Sarah Lee,55.0,1,0,4.1,13655,471.05,0.778,1,5.36,4,0.09745454545454546
30307,1415,Fitness and Nutrition Coaching,David Wilson,88.8,0,1,4.8,39757,25.57,0.654,1,22.76,6,0.25630630630630635
1935,2259,DevOps and Continuous Deployment,Emma Harris,80.0,1,1,2.8,48461,142.36,0.716,0,2.17,7,0.027125
21557,1071,AI for Business Leaders,Dr. Robert Davis,60.5,1,0,3.6,6868,261.93,0.637,1,23.09,6,0.3816528925619835
49856,9708,Stock Market and Trading Strategies,Emma Harris,27.1,1,2,3.3,18714,266.24,0.335,1,25.99,3,0.959040590405904
49087,8726,Networking and System Administration,Ethan Hall,51.9,1,0,4.9,42011,156.13,0.827,1,1.0,6,0.01926782273603083
18908,4849,Game Development with Unity,Benjamin Lewis,99.6,1,2,4.0,22179,89.05,0.813,1,16.68,7,0.1674698795180723
6160,9933,Stock Market and Trading Strategies,David Wilson,40.6,0,0,3.8,12206,256.87,0.667,0,14.26,3,0.35123152709359606
48488,5224,Advanced Machine Learning,Dr. Robert Davis,81.7,1,1,3.2,43184,232.87,0.876,1,35.38,6,0.43304773561811505
29159,5645,Photography and Video Editing,Alexander Young,63.3,0,0,3.8,37067,450.45,0.965,1,1.0,2,0.015797788309636653
20294,488,Data Visualization with Tableau,Liam Adams,36.7,0,0,3.9,9831,362.62,0.639,1,13.47,5,0.3670299727520436
45762,5432,Networking and System Administration,Michael Brown,20.3,0,0,4.2,45509,322.09,0.619,0,1.12,5,0.055172413793103454
46582,8269,Ethical Hacking Masterclass,Charlotte King,49.9,0,1,3.9,17752,298.54,0.743,1,23.98,2,0.480561122244489
33933,2765,DevOps and Continuous Deployment,Charlotte King,32.5,1,1,3.3,3976,272.4,0.544,1,10.27,8,0.316
33388,2687,Ethical Hacking Masterclass,William Thomas,94.4,1,1,3.6,2280,359.64,0.778,1,20.96,5,0.22203389830508474
40751,1868,Fundamentals of Digital Marketing,Emma Harris,18.6,0,0,4.3,2303,127.27,1.0,1,21.67,1,1.1650537634408602
3067,1551,Cybersecurity for Professionals,Ethan Hall,29.6,0,0,3.9,49324,216.28,0.647,1,31.42,7,1.0614864864864866
21257,9794,Public Speaking Mastery,Michael Brown,76.2,0,2,4.5,36534,203.5,0.687,1,21.2,6,0.27821522309711283
41407,2342,Python for Beginners,James Clark,38.6,1,0,3.2,22184,113.86,0.7,1,14.77,4,0.3826424870466321
35106,4194,Python for Beginners,David Wilson,90.5,1,0,4.4,47905,275.89,0.568,1,36.5,8,0.40331491712707185
5595,6071,Networking and System Administration,Alexander Young,64.0,1,0,3.5,22851,322.44,0.818,1,15.0,4,0.234375
2461,1327,Stock Market and Trading Strategies,William Thomas,6.3,1,2,3.6,37330,236.74,0.639,1,9.93,5,1.5761904761904761
6821,1754,Mobile App Development with Swift,Dr. Mia Walker,21.0,1,0,5.0,10352,418.67,0.693,1,22.35,5,1.0642857142857143
36211,752,Graphic Design with Canva,Charlotte King,74.8,1,0,3.8,35398,481.05,0.747,1,27.81,7,0.37179144385026736
16192,4366,AI for Business Leaders,Dr. Mia Walker,74.1,1,0,4.9,7589,289.32,0.88,1,45.42,5,0.6129554655870446
19096,2040,Stock Market and Trading Strategies,Liam Adams,36.1,1,2,4.6,6473,213.2,0.736,1,7.56,5,0.20941828254847644
49095,6634,AI for Business Leaders,Jessica Martinez,41.0,1,2,3.2,26291,381.77,0.734,1,17.89,2,0.43634146341463415
10530,1679,Cybersecurity for Professionals,Ethan Hall,20.9,1,1,4.0,39577,413.69,0.468,1,12.86,8,0.615311004784689
32176,9379,Project Management Fundamentals,Alexander Young,88.1,1,0,4.7,32795,318.7,0.652,1,31.69,5,0.35970488081725316
17676,7142,Public Speaking Mastery,Emma Harris,71.7,1,2,3.4,9338,189.77,0.844,1,40.37,8,0.5630404463040446
43159,1737,Project Management Fundamentals,Benjamin Lewis,90.9,1,0,4.9,4035,220.13,0.682,1,32.9,7,0.3619361936193619
46799,5383,Advanced Machine Learning,Michael Brown,21.3,1,0,3.1,16032,186.52,1.0,1,24.85,2,1.1666666666666667
5375,4083,AI for Business Leaders,Ethan Hall,69.4,0,0,3.6,21786,293.76,0.758,1,29.29,5,0.4220461095100864
25977,1830,Cloud Computing Essentials,Benjamin Lewis,98.1,0,0,3.4,4407,491.56,0.601,1,8.16,9,0.08318042813455657
13143,6138,Personal Finance and Wealth Building,Jessica Martinez,67.3,1,1,2.4,21308,399.57,0.543,1,30.73,8,0.45661218424962857
12205,4311,AI for Business Leaders,David Wilson,40.7,1,0,4.4,13021,462.08,0.764,1,1.0,6,0.02457002457002457
7395,6670,Networking and System Administration,Dr. John Smith,77.0,0,0,4.0,35740,263.3,0.649,1,27.74,3,0.3602597402597402
49857,7161,AI for Business Leaders,Dr. Mia Walker,17.9,1,2,2.1,18693,202.6,0.63,1,24.91,7,1.3916201117318436
33594,4870,Project Management Fundamentals,Dr. John Smith,89.6,1,2,2.9,16042,197.55,0.755,1,26.59,3,0.29676339285714287
41965,6991,Public Speaking Mastery,Benjamin Lewis,94.6,1,2,4.2,15904,409.51,0.477,0,39.46,5,0.4171247357293869
11653,7155,Graphic Design with Canva,Daniel White,53.4,0,2,5.0,510,278.61,0.608,1,11.63,5,0.21779026217228467
49529,4177,Personal Finance and Wealth Building,Prof. Emily Johnson,11.5,1,2,3.7,39348,490.19,0.85,1,29.97,6,2.606086956521739
33741,2656,Networking and System Administration,Emma Harris,93.5,1,2,5.0,35378,409.17,0.777,1,14.63,5,0.15647058823529414
44037,1211,Graphic Design with Canva,Liam Adams,75.5,1,2,2.5,17629,346.14,0.822,1,8.9,5,0.11788079470198676
444,8326,Fundamentals of Digital Marketing,Sophia Anderson,12.2,0,1,4.9,34717,472.79,0.756,1,43.84,6,3.5934426229508203
23904,7335,Networking and System Administration,Sophia Anderson,79.7,0,0,5.0,18222,59.09,1.0,1,9.15,4,0.11480552070263488
33523,7818,Blockchain and Decentralized Applications,Liam Adams,79.3,1,0,3.8,48563,170.73,0.497,1,14.5,5,0.1828499369482976
28181,6885,Mobile App Development with Swift,Ethan Hall,66.9,1,2,3.7,37066,231.35,0.903,1,39.5,6,0.5904334828101644
48792,3789,Photography and Video Editing,David Wilson,57.8,0,0,2.3,28087,425.29,0.745,1,15.87,3,0.2745674740484429
21120,7991,Photography and Video Editing,Charlotte King,5.9,1,2,4.8,11312,134.91,0.995,0,49.32,2,8.359322033898305
10364,8011,Python for Beginners,Dr. Robert Davis,69.9,0,0,3.9,27575,388.33,0.771,1,15.89,4,0.2273247496423462
43666,8779,Cybersecurity for Professionals,Isabella Scott,71.6,1,2,4.4,35362,337.23,0.627,1,25.53,11,0.3565642458100559
38165,2910,Public Speaking Mastery,Charlotte King,12.8,1,1,2.5,3535,180.15,0.706,1,4.51,5,0.35234374999999996
31542,6108,Photography and Video Editing,Ethan Hall,47.6,0,0,4.1,25368,235.47,0.556,1,3.54,7,0.07436974789915966
3466,215,Networking and System Administration,Olivia Taylor,11.1,1,1,4.8,19809,377.84,0.813,0,28.8,8,2.5945945945945947
2712,2363,Data Visualization with Tableau,Charlotte King,97.5,0,1,4.0,5012,234.31,0.746,0,26.87,3,0.2755897435897436
25199,8046,Cybersecurity for Professionals,Emma Harris,61.0,1,0,4.5,25719,366.55,0.774,1,39.95,3,0.6549180327868853
22489,2165,Fitness and Nutrition Coaching,Dr. Robert Davis,51.5,0,0,5.0,31270,380.45,0.965,1,12.24,2,0.23766990291262136
38516,7947,Networking and System Administration,Jessica Martinez,42.9,0,0,3.3,24061,57.22,0.708,1,11.92,1,0.2778554778554779
23609,8510,Project Management Fundamentals,Michael Brown,83.6,1,1,4.5,30103,438.25,0.728,1,34.89,6,0.4173444976076555
27899,4060,Fundamentals of Digital Marketing,Isabella Scott,45.7,0,1,2.8,48667,160.0,0.691,1,13.62,6,0.29803063457330414
1920,7026,Blockchain and Decentralized Applications,Charlotte King,8.2,1,2,5.0,1206,131.92,0.532,0,11.19,7,1.3646341463414635
31172,71,Data Visualization with Tableau,Isabella Scott,40.0,1,1,5.0,787,230.64,0.764,1,1.0,8,0.025
46242,3313,Python for Beginners,Isabella Scott,92.7,1,0,3.5,16800,348.98,1.0,1,13.85,1,0.1494066882416397
20600,3435,Blockchain and Decentralized Applications,Olivia Taylor,84.7,1,0,3.2,9925,284.53,1.0,0,1.0,8,0.011806375442739079
16966,1046,Personal Finance and Wealth Building,Charlotte King,35.5,1,1,2.3,23873,125.58,0.385,0,49.42,3,1.392112676056338
47004,654,Graphic Design with Canva,James Clark,56.8,1,1,4.3,6246,309.06,0.675,1,6.49,4,0.1142605633802817
48479,1798,Photography and Video Editing,Sarah Lee,22.7,1,1,4.2,34991,253.25,0.739,1,52.07,7,2.293832599118943
14435,4334,Cybersecurity for Professionals,Dr. John Smith,94.9,1,0,4.0,7172,409.23,0.758,1,1.0,2,0.01053740779768177
46247,7711,Data Visualization with Tableau,Alexander Young,79.5,1,0,4.4,48017,425.74,0.973,1,18.78,4,0.23622641509433964
36650,3965,Stock Market and Trading Strategies,Isabella Scott,86.0,0,1,1.9,2666,496.55,0.75,1,45.93,5,0.5340697674418604
2000,5507,AI for Business Leaders,Michael Brown,92.2,0,0,3.6,14763,192.72,0.92,1,21.88,4,0.2373101952277657
14850,3092,DevOps and Continuous Deployment,Charlotte King,64.2,1,0,3.1,40974,300.4,0.744,1,31.66,7,0.4931464174454828
10904,1850,AI for Business Leaders,Michael Brown,92.5,1,0,4.5,37428,273.21,0.888,1,6.41,5,0.0692972972972973
49553,7642,Project Management Fundamentals,Ethan Hall,11.5,1,0,4.5,8797,214.54,0.796,1,14.27,8,1.2408695652173913
47469,5645,Blockchain and Decentralized Applications,Sarah Lee,28.3,1,0,4.5,14606,148.54,0.87,1,10.2,1,0.3604240282685512
5446,517,Ethical Hacking Masterclass,Daniel White,98.5,1,1,3.7,20123,469.2,0.829,1,10.9,3,0.11065989847715736
35397,2213,Fundamentals of Digital Marketing,William Thomas,19.8,0,0,5.0,1011,467.9,0.536,1,21.6,5,1.090909090909091
18041,8080,Fitness and Nutrition Coaching,Dr. John Smith,57.2,1,0,3.8,18843,342.61,0.631,1,1.0,7,0.01748251748251748
49773,6492,Advanced Machine Learning,William Thomas,17.1,0,1,3.1,18581,150.45,0.578,0,23.66,2,1.383625730994152
247,3331,Graphic Design with Canva,Michael Brown,40.1,1,0,3.1,10649,207.78,0.65,1,15.37,3,0.38329177057356606
31154,6034,Ethical Hacking Masterclass,Alexander Young,52.0,0,0,3.5,31265,268.96,0.61,1,12.93,12,0.24865384615384614
5213,9129,Photography and Video Editing,Isabella Scott,91.3,0,0,4.8,44299,346.45,0.73,1,1.0,5,0.01095290251916758
3340,2293,Blockchain and Decentralized Applications,Daniel White,79.4,0,1,2.9,25729,155.84,0.556,1,14.62,7,0.18413098236775816
23143,6784,Game Development with Unity,James Clark,62.1,1,1,3.9,45525,324.08,0.942,1,2.8,6,0.04508856682769726
19395,6366,Advanced Machine Learning,Isabella Scott,69.3,0,0,4.4,48944,42.73,0.829,1,25.22,2,0.36392496392496393
35137,3808,Networking and System Administration,Emma Harris,35.2,1,1,3.7,19577,179.48,0.565,1,19.87,3,0.5644886363636363
12187,6734,DevOps and Continuous Deployment,Sarah Lee,89.7,1,0,3.2,41606,171.02,0.662,1,19.16,9,0.21360089186176143
34608,7763,Stock Market and Trading Strategies,Emma Harris,99.1,1,1,2.8,13774,79.13,0.727,0,18.14,6,0.18304742684157418
38974,7997,Python for Beginners,Charlotte King,99.2,0,0,3.7,30154,443.18,0.775,1,59.34,2,0.5981854838709677
4396,7855,Fundamentals of Digital Marketing,Liam Adams,57.7,0,0,3.7,7825,25.14,0.674,1,28.81,7,0.4993067590987868
15291,2968,Public Speaking Mastery,David Wilson,74.4,1,0,4.0,28550,361.93,0.791,0,16.28,5,0.21881720430107526
22152,1885,Advanced Machine Learning,Charlotte King,16.8,1,0,5.0,23360,421.07,0.8,1,33.05,8,1.9672619047619044
3692,4090,Data Visualization with Tableau,Jessica Martinez,33.5,1,1,5.0,32798,415.89,0.78,1,10.4,2,0.31044776119402984
7471,4479,Personal Finance and Wealth Building,Ethan Hall,36.3,1,1,2.4,39882,479.65,0.76,1,51.17,7,1.409641873278237
3842,8011,Personal Finance and Wealth Building,David Wilson,40.8,0,0,4.1,46783,148.71,0.692,1,19.03,4,0.46642156862745104
37117,4428,Networking and System Administration,William Thomas,61.6,1,2,5.0,15089,187.6,0.568,0,30.36,4,0.4928571428571428
17777,839,Cloud Computing Essentials,Daniel White,27.3,1,0,3.8,7049,223.5,0.76,1,11.55,2,0.4230769230769231
6061,6723,Python for Beginners,Michael Brown,95.5,0,0,4.4,30692,480.34,0.702,1,23.47,4,0.2457591623036649
27585,5344,Stock Market and Trading Strategies,Olivia Taylor,30.9,0,1,4.7,9174,406.61,0.899,1,1.0,7,0.03236245954692557
48294,9355,Project Management Fundamentals,Daniel White,21.9,0,1,4.2,4478,486.76,0.768,1,32.92,4,1.5031963470319636
4301,4866,Ethical Hacking Masterclass,Daniel White,96.9,1,0,3.4,24909,219.19,0.846,0,39.04,4,0.4028895768833849
3339,9489,Advanced Machine Learning,Michael Brown,10.9,1,1,3.7,38664,443.17,0.594,1,22.33,8,2.048623853211009
5488,6826,Data Visualization with Tableau,Sophia Anderson,68.3,1,1,3.3,25857,194.63,1.0,1,1.0,6,0.014641288433382138
36283,125,Fundamentals of Digital Marketing,Charlotte King,47.0,1,0,3.3,32402,212.34,0.345,1,14.25,2,0.30319148936170215
29530,8270,Cybersecurity for Professionals,Ethan Hall,24.8,1,0,4.1,36520,408.65,0.931,1,29.97,3,1.208467741935484
49912,9322,Networking and System Administration,Emma Harris,18.8,1,1,3.1,3452,29.98,0.567,1,15.38,6,0.8180851063829787
30263,4207,Fundamentals of Digital Marketing,Alexander Young,93.7,0,0,2.5,43027,95.15,0.524,1,27.84,4,0.29711846318036284
11281,4277,Fundamentals of Digital Marketing,Sarah Lee,84.2,1,2,3.1,15840,410.32,0.693,1,41.23,2,0.48966745843230397
43076,2413,Ethical Hacking Masterclass,Daniel White,95.6,1,1,4.8,47107,351.74,0.727,0,12.35,1,0.12918410041841005
28805,9864,Advanced Machine Learning,Ethan Hall,37.9,0,0,4.0,6721,103.75,0.917,1,15.53,7,0.4097625329815303
9916,7943,AI for Business Leaders,Sarah Lee,42.5,1,0,3.1,8452,336.22,0.967,1,21.93,5,0.516
11159,4261,Project Management Fundamentals,Charlotte King,76.5,1,1,4.5,12959,23.85,0.757,1,36.87,8,0.48196078431372547
8622,8676,Ethical Hacking Masterclass,Dr. Robert Davis,18.4,1,0,4.8,25940,442.91,0.785,1,29.66,4,1.6119565217391305
10548,452,Cybersecurity for Professionals,William Thomas,37.3,1,1,3.5,45244,162.69,0.824,1,3.03,3,0.08123324396782843
23178,3102,Game Development with Unity,Jessica Martinez,5.6,1,0,4.2,30694,276.22,0.745,1,17.19,5,3.0696428571428576
46254,9014,Graphic Design with Canva,Jessica Martinez,65.9,1,1,2.9,47940,207.69,0.802,1,4.39,5,0.06661608497723823
2460,9780,Networking and System Administration,Dr. Mia Walker,31.0,1,0,3.9,17370,140.36,0.753,1,16.79,4,0.5416129032258065
28769,4971,Game Development with Unity,David Wilson,41.4,1,2,4.0,7267,131.5,0.54,1,21.41,6,0.5171497584541063
38042,9386,Fitness and Nutrition Coaching,David Wilson,89.8,1,2,5.0,45923,95.93,0.563,1,18.59,6,0.20701559020044544
42226,5787,DevOps and Continuous Deployment,Dr. Robert Davis,75.8,1,2,4.9,16698,322.29,0.668,1,12.07,9,0.15923482849604223
38192,2399,DevOps and Continuous Deployment,Olivia Taylor,75.0,1,2,4.2,31058,21.32,0.715,1,9.54,3,0.12719999999999998
17435,8720,Mobile App Development with Swift,Ethan Hall,22.6,0,2,3.3,46046,173.67,0.764,0,17.09,2,0.7561946902654867
38248,9933,Photography and Video Editing,James Clark,60.3,1,0,3.7,1903,330.24,0.959,1,1.0,8,0.01658374792703151
15420,7285,Fitness and Nutrition Coaching,Michael Brown,28.8,0,2,4.6,18526,377.68,0.923,0,33.11,2,1.1496527777777776
35018,1995,Blockchain and Decentralized Applications,Dr. John Smith,75.5,0,0,3.1,45503,59.15,0.799,1,4.85,9,0.06423841059602649
35578,634,Personal Finance and Wealth Building,James Clark,80.8,0,1,4.9,17701,249.4,0.648,0,21.29,3,0.263490099009901
2922,9952,Networking and System Administration,Alexander Young,19.6,1,0,5.0,45698,327.57,0.552,1,23.33,6,1.1903061224489795
4677,3572,Blockchain and Decentralized Applications,Dr. John Smith,84.4,0,0,2.8,43780,266.92,0.791,1,37.69,3,0.446563981042654
20426,1313,Project Management Fundamentals,Ethan Hall,43.5,1,2,5.0,2601,199.38,0.916,1,3.31,7,0.0760919540229885
35186,2395,Networking and System Administration,Daniel White,98.3,1,1,4.4,35372,400.42,1.0,1,9.84,10,0.10010172939979654
49685,9959,Stock Market and Trading Strategies,Prof. Emily Johnson,54.5,0,1,3.9,16389,244.42,0.675,1,31.02,5,0.5691743119266055
13464,7362,Cloud Computing Essentials,Sophia Anderson,11.3,0,0,3.0,24411,277.36,0.76,1,2.74,7,0.2424778761061947
25475,3070,AI for Business Leaders,Liam Adams,30.5,0,1,4.7,19824,26.61,1.0,1,14.5,1,0.47540983606557374
40936,1579,Game Development with Unity,Benjamin Lewis,70.5,0,2,4.3,13901,303.48,0.844,0,1.0,5,0.014184397163120567
1470,7281,Cybersecurity for Professionals,Ethan Hall,55.6,0,0,4.5,20080,360.72,1.0,1,11.59,5,0.20845323741007193
7293,6924,Blockchain and Decentralized Applications,Michael Brown,95.9,0,1,2.6,23559,494.06,0.907,1,13.14,8,0.13701772679874868
25410,8532,Project Management Fundamentals,Isabella Scott,22.2,1,0,4.8,2881,102.46,0.766,1,27.93,4,1.258108108108108
23527,7173,Public Speaking Mastery,Jessica Martinez,82.1,1,1,3.9,13843,447.35,0.635,1,14.76,7,0.1797807551766139
23466,3560,Data Visualization with Tableau,Michael Brown,77.3,1,0,4.3,43199,95.03,0.532,1,1.0,4,0.0129366106080207
30956,6510,Python for Beginners,James Clark,55.9,0,0,3.8,49775,94.76,0.766,1,2.98,3,0.05330948121645796
26786,4769,Python for Beginners,Benjamin Lewis,23.1,1,2,3.5,18330,260.87,0.96,0,35.17,2,1.5225108225108226
21034,2236,Python for Beginners,Charlotte King,22.9,1,2,3.7,12517,161.29,0.746,0,40.69,9,1.7768558951965066
6932,3303,Cybersecurity for Professionals,Michael Brown,56.4,1,0,4.0,19449,350.6,0.92,1,3.38,6,0.05992907801418439
1092,8226,Cloud Computing Essentials,David Wilson,91.3,1,0,3.5,15066,475.33,0.724,1,14.82,10,0.16232201533406354
25773,5192,Personal Finance and Wealth Building,William Thomas,37.7,0,0,4.0,46438,307.12,0.627,1,18.89,6,0.5010610079575597
16364,3660,Data Visualization with Tableau,Olivia Taylor,47.8,1,0,3.6,49357,87.13,0.468,1,42.38,2,0.886610878661088
28491,9447,Blockchain and Decentralized Applications,William Thomas,88.3,0,0,4.0,35991,459.84,0.874,1,32.89,3,0.372480181200453
261,9877,Networking and System Administration,Prof. Emily Johnson,80.2,1,0,4.9,6258,56.03,0.748,1,24.09,8,0.30037406483790524
10457,6635,Game Development with Unity,James Clark,45.8,0,1,4.4,39893,91.21,0.762,0,14.04,5,0.30655021834061136
22321,8369,Python for Beginners,Dr. Mia Walker,6.5,1,2,2.9,29095,463.53,1.0,1,25.18,2,3.873846153846154
13436,8827,Public Speaking Mastery,Ethan Hall,81.4,1,1,5.0,26213,461.51,0.966,1,35.95,2,0.4416461916461917
42146,6362,Project Management Fundamentals,Benjamin Lewis,61.0,0,0,3.6,24049,117.82,0.485,1,36.19,6,0.5932786885245901
48582,5692,Cloud Computing Essentials,Dr. Mia Walker,24.9,1,1,5.0,35469,408.96,0.894,1,17.92,7,0.7196787148594379
27026,6722,AI for Business Leaders,Jessica Martinez,84.7,1,0,3.9,34987,456.09,0.919,1,1.0,7,0.011806375442739079
